movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown;AbsoluteIncrease;RelativeIncrease
precious-based-on-the-novel-push-by-sapphire;10;lukechristiansc;/user/lukechristiansc;Sep 26, 2014;"[ ""from  Tyler Perry and Oprah Winfrey presents one of the most over rated films of their career including director lee daniels. Lee Daniels obviously a good , talented empathy for a director he has a good cast , good shots in the movie , good crew and producers Tyler Perry , Oprah Winfrey the three of them have talent to combine something so powerful it obviously went in the right direction ( as dorthy would call a trip down the yellow brick road). Also Starring Gabourey sidibe , MoNique , Paula Patton and Mariah Carey. These people are to be admire and love for the rest of their life for playing the parts of the brave people also a good novel by Sapphire . Grade A+"" ]";0;0;0;0;1;0.1111111111111111
alice-in-wonderland;10;lukechristiansc;/user/lukechristiansc;Nov 15, 2014;"[ ""Well lets face it this film is a  creative masterpeice from Walt Disney's original Alice in Wonderland which i got to say that it was a fun movie when growing up , Now it's Tim Burton's version of \"" Alice in wonderland\"""", ""with a new story , new cast also new characters. in 2010 watching this movie i was amazed by the effects the journey and Helen Bonham Carter's performance as the red queen also of course Anne Hathaway ,  Mia Wasikowska , and of course as always Johnny Depp when you watch A Tim Burton film you always see  Depp ( Charlie in the chocolate factory , Ed Wood , Corpe's Bride , Sleepy  Hollow , Todd Sweeney), Also he's the reason why this movie is brilliant his character is insane as the original Mad Hatter Burton's class style is weird and freaky which ends up brilliant and it's something that critics enjoy also fans enjoy. Burton and producer Richard Zanuck vision's of Wonderland and the movie have become epic. Grade A"" ]";0;0;0;0;1;0.1111111111111111
cloudy-with-a-chance-of-meatballs;10;lukechristiansc;/user/lukechristiansc;Apr  6, 2014;[];0;0;0;0;1;0.1111111111111111
changeling;10;lukechristiansc;/user/lukechristiansc;Aug 30, 2014;"[ ""when you see the credit \"" Directed By Clint Eastwood\"". Your gonna know its powerful by the prediction and your right it is. Changeling is shocking an a film that we never saw from director , producer Eastwood and a performance that Jolie has never done before. The Fact is this movie is about a mother ( Angelina Jolie) an her son is missing. but then the police find the assumed boy Walter Collins then is not him. Mr. Eastwood tells stories that are sort over ratted like (Million Dollar Baby) also Eastwood knows  the exactly how to create amazing movie he may not know if people or critics  may like it or not but he does have an earn a film makers eye thats something  that talent director earns. Grade A+. MY ADVISE TO MR. EAST WOOD IS KEEP DIRECTING MORE EXCITING MOVIES DO NOT LET ME DOWN !"" ]";0;0;0;0;1;0.1111111111111111
nims-island;10;lukechristiansc;/user/lukechristiansc;Dec 23, 2014;"[ ""Nim's Island is more of an adventure movie more then a comedy! more  thrills then laughs. This movie is definite crowd pleasing adventure with a tropical vibe and all of these B list cast actors Abgail Breslin, Jodie Foster and  300's Gerald Butler are actors who don't even git a **** for an Oscar all they want is to have fun on the island and give a good performance i understand. grade B+"" ]";0;0;0;0;1;0.1111111111111111
grindhouse;10;lukechristiansc;/user/lukechristiansc;May 16, 2014;"[ ""one of the bad ass director Rodriguez and Tarentino Present their films Planet terror and death proof into grind house . so far Robert Rodriguez has done it  again made one of the grusesome , thrilling , epic  zombie film i have ever seen  \"".  He did it again with Machete and Sin City . Grade A+"" ]";0;0;0;0;1;0.1111111111111111
300;10;lukechristiansc;/user/lukechristiansc;Sep 16, 2014;"[ ""its films like Percy Jackson , Hunger Games that i hate because it is not worth seeing becuase no one cares about the creators opinion of the books setting , world finally that Zac Synder choose this comic Adaptation.  Since 2005  Director Robert Rodriguez adapted the best 90's comic book and which   Frank  Miller's  Sin City"", ""became of one the best action films in history then one year ahead 2006 Director Zac Synder adapts 300 to screen. 300 is wild crazy action frank miller movie with great actors. the screenplay was like a world you can live a great at the movies. Grade A+"" ]";0;1;0;1;1;0.1111111111111111
the-polar-express;10;lukechristiansc;/user/lukechristiansc;Mar 21, 2014;[];3;4;3;1;1;0.1111111111111111
corpse-bride;10;lukechristiansc;/user/lukechristiansc;Sep 29, 2014;"[ ""\""Johnny Depp and Helen Bonham Carter are the best animation couple in a tim burton film\"".  Tim Burton is like a book  with gotham stories that seem strange at first you'll it as you get to know the characters also the story much better once you see his movies. Grade A+"" ]";0;0;0;0;1;0.1111111111111111
red-eye;10;lukechristiansc;/user/lukechristiansc;Sep 21, 2014;"[ ""Horror Expert Wes Craven gives us red eye . one of the tempting , thrilling , compelling , airplane action movies ever to made violence one hundred percent epic.  Racheal Mcadams gives up a thrilling performance that was never seen since the classic tale of the Notebook , The Vow . Cillian Murphy's performance is actually  the red eye it sparkles full of evil. Grade A+"" ]";5;8;5;3;1;0.1111111111111111
charlie-and-the-chocolate-factory;10;lukechristiansc;/user/lukechristiansc;May 10, 2014;[];0;0;0;0;1;0.1111111111111111
apollo-13;10;lukechristiansc;/user/lukechristiansc;Sep 22, 2014;"[ ""from director Ron Howard ( Rush , DaVinci Code and the producer of Changeling ) which DaVinci code was good movie also as the over rated Changeling was good as well  . Anyway the movie stars tom hanks as a space astronaut which sounds good and is awesome for  the Acamedy Award Winner as his performance was sort of out breaking also tempting , danger thrill in space but it was cool in 3d great directing from Ron Howard . Grade A"" ]";0;0;0;0;1;0.1111111111111111
saw;10;lukechristiansc;/user/lukechristiansc;Oct 31, 2014;"[ ""i do not understand why critics are hating saw , its fun a film its a classic with blood , crime and suspense. Its awesome saw is the top horror movie  of the century thats why Saw needed a sequel the franchise needed to keep the franchise going without writer leigh whannell  and director James Wan there would be No saw. Grade"" ]";1;1;1;0;1;0.1111111111111111
the-incredibles;10;lukechristiansc;/user/lukechristiansc;Mar 15, 2014;"[ ""i love brad birds animated films but even better the incredible's . sometimes i look at animated films in a different way but hey it i see a story about a super hero family which i actually enjoy at least it was better  then watching tyler perry's meet the browns ."" ]";0;0;0;0;1;0.1111111111111111
dawn-of-the-dead;10;lukechristiansc;/user/lukechristiansc;Mar 11, 2014;[];5;5;5;0;1;0.1111111111111111
before-sunset;10;lukechristiansc;/user/lukechristiansc;Nov 22, 2015;"[ ""Our favorite couple is back in this nine year reunion, waiting to see this amazing absorbing couple finally will stay together or not or will be a couple or not. What Linklater is so good at when it comes to making these romance films is adding realism and making some factual messages about love and also shows us the talent that stars/co-writers Ethan Hawke and Julie Delpy have in the screenplay, they make these words nuance erotic. The pacing is amazing, the cinematography is fabulous and the locations are spot on. Nine years later, Jesse (Ethan Hawke) travels around across Europe giving readings of his novel he wrote about him in Vienna with Celine (Julie Delpy). After his reading in Paris in a library Celine finds him and they spend a day before Jesse again has to leave for a flight. Their both in a relationships now, and Jesse has a son and a wife, but as their strong feelings for each other start to return, both confess a longing for more. The film still is engaging and the chemistry between Hawke and Delpy is charming and witty, it's equally good as the first one. Grade A+"" ]";0;0;0;0;1;0.1111111111111111
ed-wood;10;lukechristiansc;/user/lukechristiansc;Mar 12, 2016;"[ ""Tim Burton's film on the worst filmmaker Ed Wood is brilliant as well as Johnny Depp's performance is energetic, charming along with a script that's funny, ambitious and damn smart. Depp couldn't be perfect for the role. This film is a masterpiece, so let's talk about this movie. Johnny Depp plays filmmaker Ed Wood who's known as the worst director, it's set in his best-known period in 50's when he made 'Glenn or Glenda' (1953), Bride of The Monster (1959) it also focuses on his transvestism and friendship with the great yet aging and unemployed star Bella Lugosi (played by Martin Landau). 5 out of 5 stars"" ]";0;0;0;0;1;0.1111111111111111
resident-evil;10;lukechristiansc;/user/lukechristiansc;Mar 11, 2014;[];0;1;0;1;1;0.1111111111111111
scary-movie-3;10;lukechristiansc;/user/lukechristiansc;Mar 11, 2014;[];0;0;0;0;1;0.1111111111111111
independence-day;10;lukechristiansc;/user/lukechristiansc;Aug 17, 2014;[];0;0;0;0;1;0.1111111111111111
kill-bill-vol-1;10;lukechristiansc;/user/lukechristiansc;Dec 17, 2014;"[ ""as much as Robert Rodriguez  & Tarantino have  brought some crazy over ratted fun kick ass movies like"", ""( Dusk Til Dawn, Pulp Fiction), Kill Bill was one of the best movies of  Tarantino's career.  the writer/ director ( Tarantino) has created a heroic characters in his films and Uma Thurman is  clearly his best characters yet, thats what makes Kill Bill so special also his crazy work with effects also  his camera shots. Grade A"" ]";0;0;0;0;1;0.1111111111111111
freddy-vs-jason;10;lukechristiansc;/user/lukechristiansc;Apr 11, 2014;[];6;6;6;0;1;0.1111111111111111
